city	brand	car_title	offer_price	mileage	newcar_price	car_age	result	
北京	奥迪A6L	30FSI舒适型	23	13.68	51.3	70	0.44834308
北京	奥迪A1	30TFSISportbackEgo(进口)	11.3	7.68	28.2	52	0.40070922
北京	奥迪A4L	35TFSI自动豪华型	20	4.05	43.6	35	0.458715596
北京	奥迪A4L	35TFSI自动舒适型	18	4	35.8	50	0.502793296
北京	奥迪A6L	TFSI百万纪念智领型	27.5	7.55	43.2	34	0.636574074
北京	奥迪Q5	2.0TFSI舒适型	22.98	8.02	51.6	67	0.445348837
北京	奥迪A6L	30FSI豪华型	24.5	4.6	55	63	0.445454545
北京	奥迪A6L	TFSI舒适型	29	2.89	48.5	48	0.597938144
北京	奥迪A3	Cabriolet40TFSI(进口)	25	5.92	40.1	33	0.623441397
北京	奥迪Q5	40TFSI进取型	25.5	7.61	42.1	40	0.605700713
北京	奥迪Q5	40TFSI进取型	25.5	6.75	41.6	61	0.612980769
北京	奥迪A6L	TFSI标准型	22.95	11.01	44.5	45	0.515730337
北京	奥迪Q5	2.0TFSI舒适型	20.2	10.94	52.3	67	0.38623327
北京	奥迪A4L	35TFSI自动豪华型	19.3	4.99	43.3	53	0.445727483
北京	奥迪A6L	30FSI舒适型	26	9.68	51.3	63	0.506822612
北京	奥迪A4L	35TFSI百万纪念智领型	20.4	9.19	33.2	37	0.614457831
北京	奥迪A6L	TFSI标准型	27.5	6.38	44.5	43	0.617977528
北京	奥迪A4L	35TFSI自动标准型	21	3.72	34	35	0.617647059
北京	奥迪A6L	TFSI手动基本型	25	5.49	41.6	33	0.600961538
北京	奥迪A6L	30FSI技术型	26	11.9	47	64	0.553191489
北京	奥迪A5	Coupe40TFSI(进口)	24.5	4.31	57	60	0.429824561
北京	奥迪A6L	30FSI舒适型	35	3.39	51.7	18	0.676982592
北京	奥迪A3	Sportback45TFSISline运动型(进口)	19.5	4.3	32.5	30	0.6
北京	奥迪A6L	TFSI标准型	23.5	7.47	44.5	68	0.528089888
北京	奥迪A4L	35TFSI自动技术型	19.5	10.54	40.1	55	0.486284289
北京	奥迪A6L	2.4L舒适型	19.5	8.6	51.6	81	0.377906977
北京	奥迪A4L	35TFSI自动舒适型	20.8	4.8	35.8	51	0.581005587
北京	奥迪A4L	45TFSIquattro个性运动型	23.68	6.17	38.3	40	0.618276762
北京	奥迪A6L	TFSI百万纪念智领型	30.5	1.8	43.2	31	0.706018519
北京	奥迪Q3	30TFSI舒适型	20	4.13	31.5	44	0.634920635
北京	奥迪Q7	35TFSI进取型(进口)	49	2.6	89.9	38	0.545050056
北京	奥迪Q5	40TFSI技术型	32	3.6	46.4	51	0.689655172
北京	奥迪A4L	35TFSI自动标准型	17.1	9.8	33.6	69	0.508928571
北京	奥迪A6L	TFSI标准型	28	9.9	44.5	42	0.629213483
北京	奥迪Q5	40TFSI舒适型	29	10.2	52.3	55	0.554493308
北京	奥迪Q5	40TFSI技术型	27	6	46.4	48	0.581896552
北京	奥迪Q5	40TFSI技术型	27.5	8.44	46.4	46	0.592672414
北京	奥迪A4L	35TFSI自动豪华型	22.5	5.7	43.6	43	0.516055046
北京	奥迪A8L	A8L6.3FSIW12quattro专享型(进口)	110	4.5	287.4	60	0.382741823
北京	奥迪S7	4.0TFSIquattro(进口)	69.8	2.35	146.3	60	0.477101846
北京	奥迪A6L	TFSI标准型	21	8.25	44.5	69	0.471910112
北京	奥迪A4L	30TFSI手动舒适型	14.58	12.3	29.6	70	0.492567568
北京	奥迪Q7	3.6FSIquattro技术型(进口)	18.5	13.39	95	119	0.194736842
北京	奥迪A3	Limousine35TFSI百万纪念舒享型	18	4	26.7	33	0.674157303
北京	奥迪TT	TTCoupe2.0TFSIquattro(进口)	20.9	9.1	59.3	85	0.352445194
北京	奥迪TT	TTRoadster45TFSI(进口)	24.4	8.6	61.3	60	0.398042414
北京	奥迪Q7	3.0TFSI技术型(200kW)(进口)	36.8	12.43	95.6	67	0.384937238
北京	奥迪A4L	30TFSI自动舒适型	17.89	7.8	31.6	61	0.566139241
北京	奥迪A4L	35TFSI自动舒适型	18.3	4.45	35.8	51	0.511173184
北京	奥迪Q5	2.0TFSI舒适型	26.7	3.2	52.3	64	0.510516252
北京	奥迪TT	TTCoupe2.0TFSI(进口)	21	8	56.3	71	0.373001776
北京	奥迪A5	2.0TFSICoupe(进口)	25.5	9.74	57	67	0.447368421
北京	奥迪Q5	40TFSI舒适型	31	13.2	52.7	40	0.588235294
北京	奥迪Q5	40TFSI技术型	30	4.25	46.8	30	0.641025641
北京	奥迪A6L	TFSI标准型	28	6.21	44.5	44	0.629213483
北京	奥迪A4L	35TFSI自动技术型	23.98	3.4	40.1	52	0.598004988
北京	奥迪A6L	30FSI舒适型	28	8.9	51.3	58	0.545808967
北京	奥迪Q5	2.0TFSI进取型	22.98	10.43	41.6	66	0.552403846
北京	奥迪Q3	30TFSI进取型	22.48	1.5	29	31	0.775172414
北京	奥迪A5	2.0TFSISportback豪华型(进口)	16.88	15	62.7	94	0.269218501
北京	奥迪S5	S53.0TSportback(进口)	30	5.89	79	59	0.379746835
北京	奥迪A4L	30TFSI自动舒适型	16.9	6.36	31.6	53	0.534810127
北京	奥迪Q3	30TFSI典藏版智领型	23	1.4	27.3	26	0.842490842
北京	奥迪A6L	TFSI舒适型	40	1.19	49.6	17	0.806451613
北京	奥迪A3	Sportback35TFSI自动时尚型	12	6.87	23.8	43	0.504201681
北京	奥迪A6L	30FSI舒适型	29.8	1.75	50.9	24	0.58546169
北京	奥迪A5	2.0TFSICoupequattro(进口)	23	8.01	62.7	63	0.366826156
北京	奥迪Q5	40TFSI技术型	29.4	4.34	46.4	19	0.63362069
北京	奥迪Q5	40TFSI技术型	28.5	5.84	46.8	36	0.608974359
北京	奥迪Q5	40TFSI技术型	26	5	46.4	50	0.560344828
北京	奥迪A6L	TFSI标准型	27.5	8.89	44.5	61	0.617977528
北京	奥迪Q5	2.0TFSI舒适型	21.5	12.8	52.3	68	0.411089866
北京	奥迪Q3	30TFSI风尚型	24	0.61	31.6	17	0.759493671
北京	奥迪Q5	2.0TFSI舒适型	23.5	8.87	52.3	68	0.449330784
北京	奥迪Q5	2.0TFSI舒适型	20	8.37	52.3	69	0.382409178
北京	奥迪A4L	35TFSI自动标准型	18	5	33.6	54	0.535714286
北京	奥迪A4L	35TFSI自动舒适型	22.5	1.94	35.8	37	0.62849162
北京	奥迪A5	Sportback45TFSI运动型(进口)	42.88	0.6	50.6	10	0.84743083
北京	奥迪A4L	30TFSI自动舒适型	17.98	6.8	31.6	58	0.568987342
北京	奥迪A8L	A8L6.3FSIW12quattro(进口)	70	10.3	271.2	72	0.258112094
北京	奥迪A6L	TFSI舒适型	26.5	5.6	48.5	53	0.546391753
北京	奥迪Q3	30TFSI风尚型	22.5	1.22	31.6	5	0.712025316
北京	奥迪A6L	TFSI标准型	31.5	2.5	44.5	30	0.707865169
北京	奥迪Q5	2.0TFSI技术型	18.9	10.11	46	83	0.410869565
北京	奥迪A6L	TFSI技术型	30	3.7	45.1	26	0.66518847
北京	奥迪A4L	45TFSIquattro个性运动型	23	2.5	38.3	36	0.600522193
北京	奥迪Q3	35TFSI舒适型	19.5	3.2	34.3	45	0.56851312
北京	奥迪Q5	40TFSI技术型	23.99	10.1	46.4	62	0.517025862
北京	奥迪Q5	2.0TFSI豪华型	23	12.2	58.6	83	0.392491468
北京	奥迪A4L	35TFSI自动舒适型	24	1.2	36.1	36	0.664819945
北京	奥迪A6L	30FSI技术型	30.2	8.6	46.6	47	0.64806867
北京	奥迪A6L	TFSI百万纪念智领型	30	5.54	43.2	33	0.694444444
北京	奥迪A3	Sportback35TFSI自动时尚型	16.8	2.8	23.8	27	0.705882353
北京	奥迪A4L	35TFSI自动舒适型	17.98	7.96	35.8	59	0.502234637
北京	奥迪A6L	TFSI舒适型	29.1	4.7	48.5	42	0.6
北京	奥迪A4L	35TFSI自动舒适型	23.28	3.4	36.1	35	0.644875346
北京	奥迪A6L	TFSI舒适型	29.1	3.8	48.5	44	0.6
北京	奥迪A6L	TFSI技术型	28	3.61	45.1	23	0.620842572
北京	奥迪A6L	TFSI技术型	29.2	2.42	45.5	13	0.641758242
北京	奥迪A4L	35TFSI典藏版自动标准型	22	2.36	34	26	0.647058824
北京	奥迪A4L	1.8TFSI自动舒适型	14.5	10.16	31.6	80	0.458860759
北京	奥迪A4L	30周年年型45TFSIquattro个性运动版	31.8	1.39	39.8	10	0.798994975
北京	奥迪Q5	40TFSI豪华型	31	7.43	61.6	53	0.503246753
北京	奥迪Q3	35TFSIquattro全时四驱风尚型	24.8	0.7	34.8	25	0.712643678
北京	奥迪A6L	TFSI标准型	28.8	3.98	44.5	46	0.647191011
北京	奥迪Q5	2.0TFSI技术型	22.2	7.33	46.4	65	0.478448276
北京	奥迪A6L	30FSI舒适型	27	9.3	51.3	66	0.526315789
北京	奥迪Q5	2.0TFSI进取型	19.8	11	41.2	97	0.480582524
北京	奥迪A6L	TFSI标准型	27.9	5.98	44.5	52	0.626966292
北京	奥迪Q3	40TFSIquattro豪华型	20.6	4.06	46.5	52	0.443010753
北京	奥迪A3	Sportback30TFSI舒适型(进口)	15.98	4.38	29.1	59	0.549140893
北京	奥迪Q3	35TFSIquattro豪华型	25	2.5	43.1	43	0.580046404
北京	奥迪A4L	2.0TFSI技术型	21	3.8	40.1	92	0.523690773
北京	奥迪A4L	35TFSI自动标准型	21	6.69	33.6	52	0.625
北京	奥迪Q3	35TFSI进取型	18.6	4.17	30.9	47	0.601941748
北京	奥迪A8L	A8L45TFSIquattro豪华型(进口)	60	6.37	110.9	36	0.541027953
北京	奥迪A3	Limousine35TFSI进取型	14.3	1.49	20.7	23	0.690821256
北京	奥迪A3	30周年年型Sportback35TFSI进取型	15	0.47	20.7	4	0.724637681
北京	奥迪S3	S32.0TLimousine(进口)	30.8	3.8	43.4	32	0.709677419
北京	奥迪A7	40TFSI进取型(进口)	54	2.39	71.4	24	0.756302521
北京	奥迪Q5	2.0TFSI技术型	22	1.64	46.4	63	0.474137931
北京	奥迪A6L	30FSI特别版	31.9	4.37	52	23	0.613461538
北京	奥迪A4L	35TFSI自动标准型	20.36	2.93	34	38	0.598823529
北京	奥迪A6L	30FSI舒适型	36	5.75	50.9	28	0.707269155
北京	奥迪A4L	35TFSI自动标准型	18.5	5.67	33.6	52	0.550595238
北京	奥迪A6L	30FSI舒适型	26	9.1	51.3	74	0.506822612
北京	奥迪A8L	A8L45TFSIquattro豪华型(进口)	40	11.06	108.7	63	0.367985281
北京	奥迪A4L	35TFSI典藏版Sline舒适型	23	4.08	36.1	26	0.637119114
北京	奥迪A4L	2.0TFSI舒适型	17	6	35.8	84	0.474860335
北京	奥迪A6L	30FSI舒适型	30	6.03	50.9	36	0.589390963
北京	奥迪Q3	30TFSI时尚型	19	2.9	28.1	25	0.676156584
北京	奥迪A4L	2.0TFSI舒适型	17.5	10.11	35.8	68	0.488826816
北京	奥迪A6L	30FSI舒适型	30	9.6	50.9	55	0.589390963
北京	奥迪A6L	TFSI标准型	28	7.52	44.5	40	0.629213483
北京	奥迪A3	Limousine35TFSI领英型	18	2.73	23.4	17	0.769230769
北京	奥迪Q7	3.0TDI领先型(进口)	34	11.5	96.2	78	0.353430353
北京	奥迪A4L	35TFSI自动豪华型	20.5	4.8	43.3	44	0.473441109
北京	奥迪A5	2.0TFSISportback舒适型(进口)	20	13.75	53.6	80	0.373134328
北京	奥迪S5	S53.0TSportback(进口)	39	5.03	79	45	0.493670886
北京	奥迪A4L	45TFSIquattro个性运动型	22.5	8.1	38.3	44	0.587467363
北京	奥迪Q7	3.6FSIquattro基本型(进口)	40.8	11.79	88.5	101	0.461016949
北京	奥迪A6L	30FSI技术型	25.9	9.1	47	63	0.55106383
北京	奥迪Q5	40TFSI进取型	24	9.4	41.6	62	0.576923077
北京	奥迪A3	Sportback30TFSI豪华型(进口)	17	2.77	31.4	54	0.541401274
北京	奥迪A6L	35FSIquattro技术型	32	6.1	54.3	40	0.5893186
北京	奥迪Q5	40TFSI技术型	27	5.4	46.4	47	0.581896552
北京	奥迪Q5	40TFSI技术型	27.99	3.92	46.4	44	0.603232759
北京	奥迪Q7	35TFSI运动型(进口)	44	8.05	97.5	57	0.451282051
北京	奥迪A4L	30TFSI自动舒适型	25	4.37	31.6	51	0.791139241
北京	奥迪Q5	2.0TFSI进取型	20	6.82	41.2	89	0.485436893
北京	奥迪Q5	2.0TFSI技术型	21.5	7	46.4	78	0.463362069
北京	奥迪Q5	2.0TFSI舒适型	22.8	5.9	52.3	65	0.435946463
北京	奥迪A4L	35TFSI自动标准型	19	10.1	33.6	46	0.56547619
北京	奥迪A8L	A8L45TFSIquattro豪华型(进口)	69.8	3.45	110.9	17	0.629395852
北京	奥迪Q3	30TFSI典藏版智领型	23	1.4	27.3	26	0.842490842
北京	奥迪A5	3.0TFSICoupequattro(进口)	28.5	3.85	71.6	70	0.398044693
北京	奥迪Q5	2.0TFSI舒适型	19	14.38	51.6	91	0.368217054
北京	奥迪Q5	40TFSI进取型	28	6.22	42.1	32	0.665083135
北京	奥迪A4L	2.0TFSI自动标准型	16.5	13.3	33.6	73	0.491071429
北京	奥迪Q7	40TFSI技术型(进口)	45	4.6	118.9	43	0.378469302
北京	奥迪Q3	35TFSI舒适型	20	3.93	34.3	48	0.583090379
北京	奥迪Q5	45TFSIquattro越野型(进口)	41.5	4.73	67.1	54	0.618479881
北京	奥迪Q3	35TFSI舒适型	20.6	2.8	34.3	44	0.60058309
北京	奥迪Q5	2.0TFSI技术型	21.2	10.63	46.4	67	0.456896552
北京	奥迪A6L	TFSI舒适型	31.5	5.12	48.7	28	0.646817248
北京	奥迪Q5	40TFSI舒适型	30.8	7.29	52.3	60	0.588910134
北京	奥迪Q5	40TFSI技术型	28.8	3.75	46.4	46	0.620689655
北京	奥迪Q5	40TFSI技术型	29.3	5.5	46.4	35	0.631465517
北京	奥迪A6L	45TFSIquattro运动型	37.8	3.1	57	27	0.663157895
北京	奥迪Q7	3.0TFSI技术型(200kW)(进口)	33	12.94	95	87	0.347368421
北京	奥迪Q3	35TFSI舒适型	22	3.7	34.3	35	0.641399417
北京	奥迪A5	改款Sportback35TFSI进取型(进口)	33	0.6	43.2	26	0.763888889
北京	奥迪A8L	A8L50TFSIquattro豪华型(进口)	68	5.6	132.6	47	0.512820513
北京	奥迪A3	Limousine40TFSISline舒适型(进口)	20	2.2	30.4	49	0.657894737
北京	奥迪A6L	TFSI舒适型	29	9	48.5	61	0.597938144
北京	奥迪Q7	40TFSI技术型(进口)	42	9.77	118.9	58	0.353238015
北京	奥迪Q7	3.0TDI领先型(进口)	35	18.97	96.2	75	0.363825364
北京	奥迪Q7	40TFSI技术型(进口)	45	4.6	118.9	43	0.378469302
北京	奥迪Q5	2.0TFSI豪华型	21	6.4	61.6	73	0.340909091
北京	奥迪A4L	35TFSI典藏版Sline舒适型	26	1.57	36.1	23	0.720221607
北京	奥迪Q7	35TFSI越野型(进口)	42	9.35	105.5	45	0.398104265
北京	奥迪A4L	35TFSI自动舒适型	21	3.7	36.1	32	0.581717452
北京	奥迪A4L	2.0TFSI自动标准型	15.5	3.7	33.6	75	0.461309524
北京	奥迪Q5	2.0TFSI技术型	21.2	10.63	46.4	67	0.456896552
北京	奥迪Q5	2.0TFSI舒适型	28.8	8.4	52.3	65	0.550669216
北京	奥迪A6L	35FSI舒适型	30	5.3	59.9	71	0.500834725
北京	奥迪A4L	35TFSI典藏版自动标准型	23.5	4.2	34	30	0.691176471
北京	奥迪A6L	TFSI百万纪念智领型	30.8	9.2	43.2	39	0.712962963
北京	奥迪A4L	2.0TFSI舒适型	11.75	13.03	35.8	94	0.328212291
北京	奥迪Q5	45TFSIquattro运动型(进口)	38.5	4.72	63.8	46	0.603448276
北京	奥迪A1	1.4TFSIUrban(进口)	10	7.8	24.4	74	0.409836066
北京	奥迪Q5	40TFSI进取型	26.5	8.05	41.6	51	0.637019231
北京	奥迪A8L	A8L3.0TFSIquattro豪华型(213kW)(进口)	47.5	21	108.3	77	0.438596491
北京	奥迪Q3	35TFSI舒适型	17.2	6.65	34.3	52	0.501457726
北京	奥迪Q5	2.0TFSI技术型	17	11.4	46	91	0.369565217
北京	奥迪A6L	TFSI技术型	34.5	1.26	45.1	19	0.764966741
北京	奥迪A3	Sportback35TFSI领英型	18.5	0.34	22.7	11	0.814977974
北京	奥迪A6L	2.0TFSI自动标准型	15	9.96	43.4	96	0.34562212
北京	奥迪A6L	TFSI标准型	31	2.67	44.5	33	0.696629213
北京	奥迪A6L	TFSI百万纪念智领型	30.5	6.18	43.2	38	0.706018519
北京	奥迪Q3	35TFSIquattro舒适型(进口)	20.5	1.78	40.9	63	0.501222494
北京	奥迪A4L	35TFSI自动标准型	22.53	4.09	33.6	48	0.670535714
北京	奥迪TT	TT2.0TFSI典藏版(进口)	23	5.2	58.5	96	0.393162393
北京	奥迪Q3	30TFSI典藏版智领型	20.1	4.94	27.3	31	0.736263736
北京	奥迪Q5	2.0TFSI舒适型	26	10.3	52.3	75	0.497131931
北京	奥迪A4L	2.0TFSI舒适型	15	10.41	35.8	91	0.418994413
北京	奥迪Q7	3.0TFSI舒适型(200kW)(进口)	38	7.02	103.7	73	0.366441659
北京	奥迪A4L	2.0TFSI舒适型	13.8	6.1	35.8	77	0.38547486
北京	奥迪A4L	40TFSI运动型	32	3.6	40.5	19	0.790123457
北京	奥迪Q5	45TFSIquattro运动型(进口)	35	3.98	63.8	23	0.548589342
北京	奥迪A6L	TFSI舒适型	30	6.21	48.5	26	0.618556701
北京	奥迪Q3	35TFSI舒适型	18	12.67	34.3	44	0.524781341
北京	奥迪A6L	TFSI标准型	28.5	3.42	44.5	47	0.640449438
北京	奥迪Q7	3.0TFSI技术型(245kW)(进口)	51	6.3	118.9	72	0.428931876
北京	奥迪Q3	35TFSI进取型	16.8	7.72	30.9	46	0.54368932
北京	奥迪Q5	2.0TFSI技术型	23	5.58	46.4	68	0.495689655
北京	奥迪A6L	2.0TFSI自动标准型	15.9	13.2	42.3	84	0.375886525
北京	奥迪A4L	30TFSI自动舒适型	18.8	7.2	31.6	46	0.594936709
北京	奥迪A4L	35TFSI自动标准型	19.3	7.4	33.6	62	0.574404762
北京	奥迪Q3	35TFSI舒适型	21.68	2.2	34.3	39	0.632069971
北京	奥迪A4L	2.0TFSI自动舒适型	16	11.3	35.8	77	0.446927374
北京	奥迪Q5	40TFSI技术型	30	5.47	46.4	52	0.646551724
北京	奥迪A6L	TFSI标准型	28.5	4.7	44.5	47	0.640449438
北京	奥迪Q3	35TFSIquattro技术型	18.8	6.64	36.2	55	0.519337017
北京	奥迪Q3	35TFSIquattro舒适型(进口)	18.8	6.34	40.9	63	0.459657702
北京	奥迪A3	Sportback1.4T舒适型(进口)	12	5.03	29.1	75	0.412371134
北京	奥迪Q7	3.0TFSI技术型(245kW)(进口)	36.98	9.48	118.9	72	0.311017662
北京	奥迪A3	Sportback35TFSI自动舒适型	15.3	4.3	27	46	0.566666667
北京	奥迪A4L	Plus40TFSI时尚型	26.8	2.93	37.5	20	0.714666667
北京	奥迪A3	Limousine40TFSISline舒适型(进口)	19.2	1.08	30.4	52	0.631578947
北京	奥迪A4L	30TFSI自动舒适型	17	5.5	31.6	47	0.537974684
北京	奥迪A6L	2.4L舒适型	17.8	10.34	51.6	95	0.34496124
北京	奥迪Q3	40TFSIquattro越野型(进口)	26	0.89	46.5	35	0.559139785
北京	奥迪A6L	30FSI豪华型	25.7	13.95	55	71	0.467272727
北京	奥迪A6L	TFSI标准型	27.5	8.89	44.5	61	0.617977528
北京	奥迪Q5	2.0TFSI舒适型	18.5	11.01	51.6	85	0.358527132
北京	奥迪A6L	TFSI百万纪念智领型	30.5	6.18	43.2	38	0.706018519
北京	奥迪A4L	35TFSI自动标准型	19.5	7.82	33.6	48	0.580357143
北京	奥迪A4L	35TFSI自动标准型	25	7.55	33.6	55	0.744047619
北京	奥迪Q5	45TFSIquattro运动型(进口)	29	6.96	63.8	59	0.454545455
北京	奥迪Q3	35TFSIquattro舒适型(进口)	18.8	6.34	40.9	63	0.459657702
北京	奥迪Q3	35TFSIquattro舒适型(进口)	17.88	11.5	40.9	56	0.437163814
北京	奥迪A4L	35TFSI自动标准型	20	7.51	34	45	0.588235294
北京	奥迪A6L	2.0TFSI自动标准型	15.3	13.3	42.3	89	0.361702128
北京	奥迪A4L	35TFSI自动舒适型	22.5	2.3	36.1	31	0.623268698
北京	奥迪Q7	35TFSI进取型(进口)	46	6.1	89.8	53	0.512249443
北京	奥迪A4L	1.8TFSI自动舒适型	15	6.17	31.6	72	0.474683544
北京	奥迪Q5	40TFSI技术型	23.8	6.6	46.4	58	0.512931034
北京	奥迪A4L	35TFSI自动舒适型	19	4.2	35.8	50	0.530726257
北京	奥迪A6L	2.4L技术型	17.88	10.69	47.9	73	0.373277662
北京	奥迪A6L	TFSI标准型	25	8.1	44.5	61	0.561797753
北京	奥迪Q5	40TFSI动感型	32	6.34	59.2	35	0.540540541
北京	奥迪Q5	40TFSI舒适型	38	2.6	52	24	0.730769231
北京	奥迪A6L	2.4L舒适型	18	12.7	51.6	78	0.348837209
北京	奥迪A4L	35TFSI百万纪念智领型	23.7	3.7	33.2	36	0.713855422
北京	奥迪A3	Sportback40TFSI自动舒适型	17	2.31	28.8	39	0.590277778
北京	奥迪A6L	30FSI豪华型	29.1	4.76	55	64	0.529090909
北京	奥迪A6L	TFSI舒适型	29.9	4.4	48.5	31	0.616494845
北京	奥迪A4L	2.0TFSI舒适型	13.88	10.7	35.8	89	0.387709497
北京	奥迪A4L	35TFSI自动标准型	22.5	3.96	34	39	0.661764706
北京	奥迪Q5	40TFSI进取型	28.8	7	41.6	55	0.692307692
北京	奥迪Q5	40TFSI技术型	29.3	5.5	46.4	35	0.631465517
北京	奥迪TT	TTCoupe45TFSI白色经典版(进口)	23.8	4	57.9	62	0.411053541
北京	奥迪A6L	TFSI百万纪念智领型	31	7.8	43.2	33	0.717592593
北京	奥迪A8L	A8L45TFSIquattro豪华型(进口)	71.88	2.2	110.9	20	0.648151488
北京	奥迪A8L	A8L3.0FSI尊贵型(进口)	23	14.85	108.3	95	0.212373038
北京	奥迪Q7	40TFSI典藏型(进口)	57	2.69	102	40	0.558823529
北京	奥迪A3	Limousine35TFSI风尚型	17	3.03	25.2	21	0.674603175
北京	奥迪A8L	A8L45TFSIquattro舒适型(进口)	50	8.3	101.1	61	0.494559842
北京	奥迪Q3	30TFSI时尚型	21	2.7	28.1	23	0.747330961
北京	奥迪A6L	TFSI技术型	31	2.65	45.1	24	0.687361419
北京	奥迪A6L	TFSI标准型	26	3.86	44.5	52	0.584269663
北京	奥迪A6L	TFSI标准型	24	8.89	44.5	64	0.539325843
北京	奥迪A6L	TFSI技术型	34.9	4.07	45.1	24	0.77383592
北京	奥迪A6L	30FSI舒适型	30	6.03	50.9	36	0.589390963
北京	奥迪Q5	40TFSI进取型	28	4.72	41.6	60	0.673076923
北京	奥迪A6L	TFSI标准型	29	5.3	44.5	37	0.651685393
北京	奥迪A6L	TFSI百万纪念智领型	30	5.54	43.2	33	0.694444444
北京	奥迪Q5	2.0TFSI进取型	23	6.68	41.6	73	0.552884615
北京	奥迪A3	Sportback35TFSI自动时尚型	16.8	2.8	23.8	27	0.705882353
北京	奥迪A4L	35TFSI自动舒适型	17.98	7.96	35.8	59	0.502234637
北京	奥迪A4L	35TFSI百万纪念智领型	24	4.22	33.2	33	0.722891566
北京	奥迪A3	Limousine35TFSI领英型	18	2.73	23.4	17	0.769230769
北京	奥迪Q3	35TFSI进取型	15	8.46	30.9	57	0.485436893
北京	奥迪Q3	30TFSI时尚型	18	1.94	28.1	24	0.640569395
北京	奥迪A4L	Plus40TFSI进取型	23.5	6.68	32.5	15	0.723076923
北京	奥迪Q5	40TFSI进取型	25.5	7.15	42.1	36	0.605700713
北京	奥迪A3	Sportback45TFSISline运动型(进口)	22	1.47	32.5	23	0.676923077
北京	奥迪A6L	30FSI技术型	24	8.72	47	61	0.510638298
北京	奥迪A4L	35TFSI自动标准型	20.6	6.28	34	42	0.605882353
北京	奥迪Q5	40TFSI舒适型	23.88	7.99	52.3	57	0.456596558
北京	奥迪A4L	2.0TFSI标准型	15	3.55	33.6	79	0.446428571
北京	奥迪A4L	2.0TFSI自动标准型	13.8	10.14	33.6	76	0.410714286
北京	奥迪A5	2.0TFSISportback(进口)	21	9.93	54.3	75	0.386740331
北京	奥迪A8L	A8L45TFSIquattro舒适型(进口)	51.5	4.35	100.6	37	0.511928429
北京	奥迪A4L	35TFSI自动标准型	20.36	2.93	34	38	0.598823529
北京	奥迪A3	Limousine35TFSI进取型	15	3.09	20.7	27	0.724637681
北京	奥迪Q5	40TFSI进取型	25	7.78	42.1	39	0.593824228
北京	奥迪Q5	40TFSI技术型	34	1.3	46.4	16	0.732758621
北京	奥迪Q5	3.2FSI运动版(进口)	18.8	8.53	71.4	81	0.263305322
北京	奥迪A3	Limousine35TFSI领英型	14.58	5.81	23.4	29	0.623076923
北京	奥迪A6L	TFSI百万纪念智领型	30	3.11	43.2	32	0.694444444
北京	奥迪Q7	3.0TFSI技术型(245kW)(进口)	31	9.36	118.1	84	0.262489416
北京	奥迪A7	2.8FSIquattro进取型(进口)	38	2.19	79	66	0.481012658
北京	奥迪Q5	SQ53.0TFSIquattro(进口)	49.99	1.94	72.5	23	0.689517241
北京	奥迪Q7	3.0TFSI技术型(245kW)(进口)	36.98	9.48	118.9	72	0.311017662
北京	奥迪A7	50TFSIquattro豪华型(进口)	50	8.6	104	51	0.480769231
北京	奥迪A8L	A8L40hybrspecid(进口)	52.5	4.3	118.3	41	0.443786982
北京	奥迪Q7	35TFSI进取型(进口)	40	10.48	89.8	55	0.445434298
北京	奥迪A5	Coupe40TFSI(进口)	26.6	1.6	57	45	0.466666667
北京	奥迪A6L	50TFSIquattro豪华型	45	9.64	80.6	50	0.558312655
北京	奥迪A6L	2.4L豪华型	16.8	11.25	58.8	87	0.285714286
北京	奥迪A3	Sportback1.4T豪华型(进口)	10	5.23	31.4	92	0.318471338
北京	奥迪A6L	TFSI标准型	25	8.7	44.5	50	0.561797753
北京	奥迪A4L	40TFSIquattro个性运动型	22.36	3.27	37.9	55	0.589973615
北京	奥迪Q7	3.0TFSI舒适型(200kW)(进口)	35	13.1	103.7	72	0.337512054
北京	奥迪A7	35FSIquattro技术型(进口)	40	3.2	79	43	0.506329114
北京	奥迪A6L	30FSI百万纪念舒享型	33.9	2.5	48.8	46	0.694672131
北京	奥迪A4L	1.8TFSI舒适型	15.5	9.76	31.6	85	0.490506329
北京	奥迪A6L	TFSI标准型	24	10	44.5	56	0.539325843
北京	奥迪A4L	35TFSI自动技术型	18	6.18	40.1	65	0.448877805
北京	奥迪A4L	2.0TFSI自动舒适型	15	11.86	35.8	78	0.418994413
北京	奥迪A6L	35FSIquattro技术型	30	5	54.3	33	0.552486188
北京	奥迪Q3	35TFSIquattro技术型	18.98	4.37	36.2	49	0.524309392
北京	奥迪TT	TTCoupe45TFSI(进口)	36	1.38	58.9	27	0.611205433
北京	奥迪R8	5.2FSIquattro中国专享型(进口)	125	1.57	285.3	60	0.438135296
北京	奥迪A8L	A8L45TFSIquattro专享型(进口)	67.5	3.9	123.6	37	0.546116505
北京	奥迪A3	Sportback35TFSI百万纪念智领型	15.5	1.34	24.7	35	0.627530364
北京	奥迪A6L	30FSI豪华型	29	2.37	55	44	0.527272727
北京	奥迪A4L	2.0TFSI舒适型	12	8.78	35.8	92	0.335195531
北京	奥迪Q3	35TFSI风尚型	24.98	0.5	33.7	13	0.741246291
北京	奥迪A6	1.8T手动基本	2.4	27.1	37.8	180	0.063492063
