city	brand	car_title	offer_price	mileage	newcar_price	car_age	result	
鞍山	起亚K3	1.6L自动GLS	6.8	3.82	13.5	62	0.503703704
鞍山	奇瑞瑞虎5	2.0LCVT家悦版	5.5	6.57	12.3	54	0.447154472
鞍山	奇瑞瑞虎	1.6L手动贺岁版DVVT	4	7.2	10.4	52	0.384615385
鞍山	奇瑞QQ3	梦想版0.8L手动梦想型	0.68	9.35	3.4	70	0.2
鞍山	奇瑞艾瑞泽7	1.5T手动致享版	6.5	1.27	10.4	22	0.625
鞍山	奇瑞E5	1.5L手动运动版	2.9	9.28	7.6	61	0.381578947
鞍山	奇瑞QQ3	时尚版1.0L手动冠军型	0.95	7.61	3.6	67	0.263888889
鞍山	奇瑞QQ3	0.8L手动标准型	0.5	7.3	3.7	99	0.135135135
鞍山	奇瑞QQ3	0.8L手动暑期限量版	0.65	6.97	2.9	58	0.224137931
鞍山	奇瑞QQ3	0.8L手动冠军版	0.65	8.34	3.5	81	0.185714286
鞍山	奇瑞艾瑞泽7	1.6L手动致领版	3.68	4.94	9	35	0.408888889
鞍山	奇瑞A1	1.0L手动传奇版	1.2	5.98	4.8	75	0.25
鞍山	奇瑞QQ	1.0L手动时尚版	2.5	4.45	4.7	35	0.531914894
鞍山	奇瑞瑞虎	精英版改款1.6L手动舒适型DVVT	3.6	2.78	9.7	62	0.371134021
鞍山	奇瑞旗云2	1.5L手动标准型	1.4	4.74	5.4	84	0.259259259
鞍山	奇瑞QQ3	0.8L手动启航版	0.7	11.5	3.7	94	0.189189189
鞍山	奇瑞A3	改款两厢1.6L手动尊贵型	1.9	6.81	9	94	0.211111111
鞍山	奇瑞瑞虎	精英版1.6L手动舒适型DVVT	3.1	8.1	9.7	79	0.319587629
鞍山	奇瑞QQ	1.0L手动活力版	1.8	5.7	4.1	64	0.43902439
鞍山	奇瑞QQ3	0.8L手动冠军版	1.3	6.89	3.5	50	0.371428571
鞍山	青年莲花莲花L3	1.6L自动时尚型	2.47	5.48	9.2	79	0.268478261
鞍山	MG3	1.5LAMT精英版	5.8	1.2	9.1	26	0.637362637
鞍山	MG3	1.5LAMT精英版	3.2	6.18	9.7	73	0.329896907
鞍山	MG3	1.5L手动超值版	3.1	3.61	8.3	60	0.373493976
鞍山	MG3	1.3L手动舒适版	2.8	8.5	7.6	62	0.368421053
鞍山	MG锐腾	1.5TGI手动精英版	7.5	5.43	13.6	34	0.551470588
鞍山	MG3	1.3L手动舒适版	2.8	4.83	7.6	73	0.368421053
鞍山	MINI	1.6LCOOPERBakerStreet	13.7	3.93	30.2	63	0.453642384
鞍山	玛莎拉蒂总裁	3.0T标准型	85	2.8	154.3	56	0.550874919
鞍山	纳智捷大7SUV	锋芒限量版2.2T四驱旗舰型	10	7.8	29.3	67	0.341296928
鞍山	讴歌CDX	1.5T两驱尊享版	19.5	2.98	28.2	22	0.691489362
鞍山	起亚智跑	2.0L自动两驱版NAVI	8.3	7.98	22.8	74	0.364035088
鞍山	起亚智跑	2.0L自动两驱版GL	10.5	4.6	19.4	54	0.541237113
鞍山	起亚K3	1.6L自动GL	7	3.8	12.2	38	0.573770492
鞍山	起亚K2	三厢1.4LMTGLS	5.1	2.56	8.5	18	0.6
鞍山	起亚K3	1.6L自动GLS	6.8	4.64	13.5	56	0.503703704
鞍山	起亚秀尔	1.6LATPremium	4.4	6.34	13.9	78	0.316546763
鞍山	起亚智跑	2.0L自动两驱版NAVI	9	9.58	22.8	72	0.394736842
鞍山	起亚K5	2.0L自动DLX	10	8.3	20.5	68	0.487804878
鞍山	起亚K3	1.6L手动GL	7	2.6	10.5	25	0.666666667
鞍山	起亚狮跑	2.0L自动两驱版GLS	8.5	12.3	20	67	0.425
鞍山	起亚K5	2.0L自动PREMIUM	10.1	4.5	21.9	56	0.461187215
鞍山	起亚智跑	2.4L自动四驱版Premium	8.69	8.02	27.1	78	0.320664207
鞍山	起亚赛拉图欧风	欧风1.6MTGL	3.1	10.33	9.6	91	0.322916667
鞍山	起亚狮跑	2.0L手动四驱版GLS	7	13.4	20.5	79	0.341463415
鞍山	起亚K2	三厢1.4LATGLS	5.81	1.95	9.3	27	0.624731183
鞍山	起亚K2	三厢1.4LATGLS	4.1	6.24	9.3	79	0.440860215
鞍山	起亚K2	三厢1.4LMTGLS	5.8	1.31	8.5	22	0.682352941
鞍山	日产蓝鸟	1.6LCVT智酷版	9.7	2.06	14.3	29	0.678321678
鞍山	日产纳瓦拉	2.5L自动四驱豪华版QR25	16.5	2.72	20.4	11	0.808823529
鞍山	日产轩逸	经典1.6XE手动舒适版	6.4	4.03	10.8	31	0.592592593
鞍山	日产轩逸	1.6XVCVT尊享版	9.05	4.22	15	32	0.603333333
鞍山	日产天籁	2.0LXL舒适版	14.5	5.15	20.2	12	0.717821782
鞍山	日产轩逸	经典1.6XE自动舒适版	7	1.7	11.9	35	0.588235294
鞍山	日产轩逸	1.6XLCVT豪华版	7.3	6.5	14.7	57	0.496598639
鞍山	日产逍客	1.6XE风5MT2WD	8.05	2.33	15.2	46	0.529605263
鞍山	日产蓝鸟	1.6L手动炫酷版	8	0.75	12.4	14	0.64516129
鞍山	日产天籁	2.0LXL舒适版	9.3	9.8	21.7	80	0.428571429
鞍山	日产阳光	1.5XE手动舒适版	4	6.2	9	65	0.444444444
鞍山	日产轩逸	1.6XVCVT尊享版	9.3	2.49	15	33	0.62
鞍山	日产阳光	1.5XE手动舒适版	6.2	1.1	8.7	28	0.712643678
鞍山	日产轩逸	1.6XL自动豪华天窗版	5.95	9.83	15.8	89	0.376582278
鞍山	日产轩逸	经典1.6XE自动舒适版	7.99	1.7	11.9	16	0.671428571
鞍山	日产奇骏	2.0LCVT舒适MAX版2WD	16	4.93	22	32	0.727272727
鞍山	日产轩逸	1.6XLCVT豪华版	7.5	7.64	14.7	60	0.510204082
鞍山	日产骐达	1.6GEAT	2.5	15.54	15.2	152	0.164473684
鞍山	日产颐达	1.6L自动智能型	5.8	8.56	13.8	93	0.420289855
鞍山	日产天籁	2.0LXL周年纪念版	8.2	9.1	23.3	97	0.35193133
鞍山	日产天籁	2.0LXL舒适版	7.8	9.01	21.7	88	0.359447005
鞍山	日产天籁	2.0LXL舒适版	7.8	9.01	21.7	88	0.359447005
鞍山	日产天籁	2.5LXL智享版	11.9	6.05	26.6	76	0.447368421
鞍山	日产天籁	2.0LXL周年纪念版	8.2	9.1	23.3	97	0.35193133
鞍山	日产逍客	20XFOUR龙CVT4WD	7.57	5.93	23.9	92	0.316736402
鞍山	日产逍客	1.6XE风5MT2WD	8.5	3.4	15.2	35	0.559210526
鞍山	日产奇骏	2.5LCVT尊享版4WD	17.8	3.78	27.2	32	0.654411765
鞍山	日产骊威	劲锐版1.6L手动标准型	3.9	8.01	10.8	94	0.361111111
鞍山	起亚K2	三厢1.4LATGLS	6.5	1.05	9.3	21	0.698924731
鞍山	起亚狮跑	2.0L自动两驱版GL	8.7	3.6	13	46	0.669230769
鞍山	起亚K5	2.0L自动LUXURY	11.5	2.6	20.5	49	0.56097561
鞍山	起亚狮跑	2.0L手动两驱版GLS	5.7	7.23	18.9	83	0.301587302
鞍山	起亚福瑞迪	1.6LATGLS	6.8	2.07	13	32	0.523076923
鞍山	起亚秀尔	1.6LATPremium	4.9	8.6	13.9	78	0.352517986
鞍山	起亚狮跑	2.0L手动两驱版GLS	6.8	5.16	18.9	69	0.35978836
鞍山	起亚狮跑	2.0L手动两驱版GL	7.5	10.98	11.9	52	0.630252101
鞍山	奇瑞瑞虎5	2.0LCVT家悦版	7	2.2	12.3	49	0.569105691
鞍山	奇瑞瑞虎5	2.0L手动家悦版	6.78	2.1	10.7	29	0.63364486
鞍山	奇瑞瑞虎3	1.6L手动风尚版	3.9	9.51	8	47	0.4875
鞍山	奇瑞旗云2	1.5L手动豪华型	1.5	6.4	5.9	72	0.254237288
鞍山	奇瑞瑞虎3	1.6L手动智尚版	4	3.91	8.5	48	0.470588235
鞍山	奇瑞A3	改款三厢1.6L手动进取型	2.85	4.8	8.4	61	0.339285714
鞍山	奇瑞风云2	1.5L手动超值版	2.9	2.8	5	32	0.58
鞍山	奇瑞旗云2	1.5L手动舒适型	1.57	5.11	5.7	76	0.275438596
鞍山	奇瑞瑞虎	精英版1.6L手动舒适型DVVT	3.05	5.1	9.7	80	0.31443299
鞍山	奇瑞A3	改款两厢1.6L手动尊贵型	2	8.2	9	83	0.222222222
鞍山	奇瑞瑞虎	精英版1.6LCVT舒适型DVVT	3.8	8.4	10.8	61	0.351851852
鞍山	奇瑞E3	1.5L手动尊尚型	3.4	4.36	7.4	48	0.459459459
鞍山	奇瑞风云2	两厢1.5L进取型	1.5	11.67	6.1	96	0.245901639
鞍山	奇瑞旗云2	1.5L手动实力型	1.9	7.91	5.2	61	0.365384615
鞍山	奇瑞E5	1.5L手动新悦型	1.8	6.44	6.5	77	0.276923077
鞍山	奇瑞旗云2	1.5L手动标准型	1.5	8.5	5.2	86	0.288461538
鞍山	奇瑞QQ3	0.8L手动领航版	0.7	9.62	4.2	95	0.166666667
鞍山	奇瑞旗云2	1.5L手动豪华型	1.9	7.83	5.7	80	0.333333333
鞍山	奇瑞QQ3	0.8L手动冠军版	1	5.19	3.5	80	0.285714286
鞍山	日产奇骏	2.5L手动豪华版4WD	9.5	12.28	24.9	86	0.381526104
鞍山	日产逍客	2.0XV雷CVT2WD	8.3	5.49	19.6	79	0.423469388
鞍山	日产骊威	劲锐1.6XVCVT豪华版	6.13	1.71	12.7	61	0.482677165
鞍山	日产骐达	1.6TM-CVT炫动版	7	7.76	16.2	86	0.432098765
鞍山	日产天籁	2.0LXL舒适版	9.2	11.19	21.7	77	0.423963134
鞍山	日产骊威	劲锐1.6XLCVT舒适版	6.1	9.53	11.7	58	0.521367521
鞍山	日产天籁	2.0LXLUpper欧冠科技版	15	3.6	21.2	36	0.70754717
鞍山	日产天籁	2.5LXL周年纪念版	9	7	26	94	0.346153846
鞍山	日产轩逸	经典1.6XE手动舒适版	5.5	5.26	10.8	37	0.509259259
鞍山	日产逍客	2.0XL酷火CVT2WD	11	1.9	18.1	47	0.607734807
鞍山	日产骊威	劲悦版1.6L自动全能型	4	4.3	10.4	93	0.384615385
鞍山	日产逍客	2.0XV雷CVT2WD	7.8	7.1	19.6	82	0.397959184
鞍山	日产逍客	2.0XL火CVT2WD	7.9	9.29	17.9	71	0.441340782
鞍山	日产骊威	劲锐版1.6L自动标准型	4.99	4.29	11.9	68	0.419327731
鞍山	日产轩逸	经典1.6XE手动舒适版	5.65	6.25	10.8	33	0.523148148
鞍山	日产天籁	2.5LXL智享版	12.1	6.3	26.6	74	0.454887218
鞍山	日产骐达	1.6LCVT智能型	6.4	6	13.6	75	0.470588235
鞍山	日产轩逸	1.6XE手动舒适版	5.7	7.62	13.5	84	0.422222222
鞍山	日产骐达	1.6L手动舒适型	6.2	4.73	11.4	60	0.543859649
鞍山	日产骊威	劲锐版1.6L手动标准型	4.8	10.6	10.8	70	0.444444444
鞍山	日产逍客	2.0XL火CVT2WD	9.4	2.88	17.9	49	0.525139665
鞍山	日产轩逸	经典1.6XE自动舒适版	7	5.09	11.9	35	0.588235294
鞍山	日产轩逸	1.6XL手动豪华版	9	2.27	13.6	57	0.661764706
鞍山	日产逍客	2.0XV雷CVT2WD	8.1	6.02	19.6	75	0.413265306
鞍山	荣威RX5	20T两驱自动互联网智享版	12	1.51	16.2	15	0.740740741
鞍山	荣威W5	1.8T4WD自动豪域特装版	11	2.24	21.7	25	0.506912442
鞍山	荣威W5	1.8T2WD自动胜域版	8.2	4	20.4	56	0.401960784
鞍山	荣威350	350C1.5L自动迅悦版	5	5.43	11.9	54	0.420168067
鞍山	日产西玛	2.5LXV至尊版	24	0.29	29.1	8	0.824742268
鞍山	日产天籁	2.0LXL舒适版	11.6	7.27	20.2	64	0.574257426
鞍山	日产逍客	2.0LCVT豪华版	13.5	3.86	18.2	30	0.741758242
鞍山	日产劲客	1.5LCVT酷享版	11.2	0.4	13.3	11	0.842105263
鞍山	日产天籁	230JK-S舒适天窗	3.95	16.84	23.9	137	0.165271967
鞍山	日产骊威	1.6XECVT舒适版	6.1	4.46	10.4	33	0.586538462
鞍山	日产天籁	2.0LXLUpper欧冠科技版	14	4.4	21.2	33	0.660377358
鞍山	日产轩逸	1.6XVCVT智享版	11.2	0.96	15.2	10	0.736842105
鞍山	日产轩逸	经典1.6XE手动舒适版	6	2.6	10.8	32	0.555555556
鞍山	日产轩逸	1.6XVCVT智尊版	10.5	2.6	15.9	28	0.660377358
鞍山	日产天籁	2.0LXL舒适版	8.4	11.78	21.7	79	0.387096774
鞍山	日产骊威	劲悦版1.6L手动全能型	4.2	7.3	9.3	72	0.451612903
鞍山	日产天籁	2.0LXL舒适版	13	10.31	20.2	47	0.643564356
鞍山	日产骊威	劲锐版1.6L自动智能型	5	11.8	12.2	84	0.409836066
鞍山	日产阳光	1.5XECVT舒适版	5	5.1	10.1	45	0.495049505
鞍山	日产颐达	1.6JSAT（NAVI）	2.7	20.6	19.5	144	0.138461538
鞍山	日产奇骏	2.5LCVT豪华版4WD	7.9	21.4	26	99	0.303846154
鞍山	日产轩逸	1.6XVCVT尊享版	9.3	2.87	15	33	0.62
鞍山	日产奇骏	2.0LCVT舒适版2WD	14.4	8.79	21.4	51	0.672897196
鞍山	日产轩逸	经典1.6XE自动舒适版	6.94	4.22	11.9	27	0.583193277
鞍山	日产轩逸	1.6XL手动豪华版	7	6.98	13.6	58	0.514705882
鞍山	日产玛驰	1.5L手动易型版	3	5.3	7.3	68	0.410958904
鞍山	日产骐达	1.6LCVT智能型	6.5	4.61	13.6	69	0.477941176
鞍山	日产轩逸	1.6XL手动豪华版	8.8	4.86	13.6	42	0.647058824
鞍山	日产天籁	2.5LXL领先版	12	4.65	24.4	65	0.491803279
鞍山	日产骐达	1.6TM-CVT致酷版	6.7	8.5	17.2	85	0.389534884
鞍山	日产逍客	2.0XV雷CVT2WD	8.5	7.3	19.6	71	0.433673469
鞍山	日产轩逸	经典1.6XE自动舒适版	6.59	1.59	11.9	46	0.553781513
鞍山	斯柯达昕锐	1.6L手动智选型	4.15	18.4	10.4	60	0.399038462
鞍山	斯柯达明锐	1.6L手动逸仕版	3	25.6	14.6	113	0.205479452
鞍山	斯柯达昕锐	1.6L手动智选型	5.2	2.04	10.4	50	0.5
鞍山	斯柯达昕锐	1.6L手动创行版	5.9	0.98	10.4	12	0.567307692
鞍山	斯柯达晶锐	1.4L自动晶致版	3.7	10.17	9.9	73	0.373737374
鞍山	斯柯达昕锐	1.6L手动智选型	5	4.21	10.4	59	0.480769231
鞍山	三菱帕杰罗·速跑	3.0L自动四驱超豪华版	3.6	15.4	35.2	184	0.102272727
鞍山	三菱劲炫ASX	1.6L手动两驱标准版	7.6	2.27	11.9	32	0.638655462
鞍山	三菱蓝瑟	1.6L手动舒适版SEi	3.2	4.8	7.6	71	0.421052632
鞍山	三菱蓝瑟	1.6L手动舒适版SEi	2.9	4.7	7.6	70	0.381578947
鞍山	三菱欧蓝德	2.4L四驱豪华导航版5座(进口)	16	7.14	29.3	58	0.546075085
鞍山	斯巴鲁傲虎	2.5i豪华导航版	9.8	19.55	35.3	91	0.277620397
鞍山	斯巴鲁森林人	2.5XT自动豪华版	11.5	12.7	36.9	84	0.311653117
鞍山	斯巴鲁傲虎	2.5i豪华导航版	21	4.57	33.3	37	0.630630631
鞍山	斯巴鲁傲虎	2.5i豪华导航版	12.5	12.88	35.3	81	0.354107649
鞍山	斯巴鲁傲虎	2.5i豪华版	13.8	11.1	32.5	95	0.424615385
鞍山	上汽大通大通V80	2.5T手动傲运通版短轴低顶	9.9	3.5	13.5	37	0.733333333
鞍山	斯威X7	1.5T自动智享型7座	7.7	0.81	11.7	11	0.658119658
鞍山	五菱宏光S3	1.5T手动舒适型	6.78	0.19	8	5	0.8475
鞍山	五菱宏光	1.5L舒适型	3.8	3	6.3	31	0.603174603
鞍山	五菱宏光	1.2LS舒适型	4	4.6	6.7	28	0.597014925
鞍山	五菱荣光	1.2LS基本型	2.75	3.09	4	43	0.6875
鞍山	五菱宏光	1.5LS1豪华型	5.2	4.71	7.4	34	0.702702703
鞍山	五菱荣光V	1.5L标准型	3.6	1.28	5	20	0.72
鞍山	五菱宏光	1.2L标准型	1.9	14.7	5.5	86	0.345454545
鞍山	日产天籁	2.5LXL智享版	10.8	10.88	26.6	72	0.406015038
鞍山	日产骐达	1.6LCVT舒适型	7	5.49	12.5	65	0.56
鞍山	日产轩逸	经典1.6XE手动舒适版	6.1	5.95	10.8	36	0.564814815
鞍山	日产轩逸	1.6XVCVT尊享版	9.8	2.37	15	39	0.653333333
鞍山	日产逍客	2.0XL火CVT2WD	9.5	6.54	17.9	49	0.530726257
鞍山	日产骊威	劲锐版1.6L手动标准型	4.5	7.92	10.8	74	0.416666667
鞍山	日产骊威	劲悦版1.6L自动全能型	4.3	10.1	10.4	82	0.413461538
鞍山	日产天籁	2.5LXL领先版	15.6	6.39	22.3	31	0.69955157
鞍山	日产奇骏	2.5LCVT豪华版4WD	19.4	2.6	25.9	40	0.749034749
鞍山	日产骐达	1.6LCVT舒适型	6.9	4.56	12.5	59	0.552
鞍山	日产天籁	2.5LXL领先版	15.6	6.39	22.3	31	0.69955157
鞍山	日产骐达	1.6LCVT酷咖版	6.9	4.94	13.8	65	0.5
鞍山	日产骊威	劲锐1.6XLCVT舒适版	5.11	6.42	11.7	57	0.436752137
鞍山	日产阳光	1.5XE手动精英版	5.2	4.2	9	46	0.577777778
鞍山	日产轩逸	经典1.6XE手动舒适版	5.56	4.38	10.8	39	0.514814815
鞍山	日产轩逸	1.6XL自动豪华天窗版	7	8.39	15.8	81	0.443037975
鞍山	荣威RX5	20T两驱手动旗舰版	9	1.21	13	22	0.692307692
鞍山	荣威RX5	20T两驱自动互联网智享版	11.4	2.65	16.2	21	0.703703704
鞍山	荣威350	1.5L自动新禧超值版	4.6	5.1	10.6	71	0.433962264
鞍山	荣威550	550S1.8L自动启臻版	4.8	9.3	16.4	89	0.292682927
鞍山	荣威W5	1.8T4WD自动豪域版	7.5	11.82	24.1	63	0.31120332
鞍山	荣威350	350S1.5L手动迅驰版	3.9	5.3	9.7	46	0.402061856
鞍山	荣威W5	1.8T4WD自动豪域版	8.2	9.8	23.8	66	0.344537815
鞍山	荣威W5	1.8T4WD自动豪域版	8.7	5.8	24.1	69	0.360995851
鞍山	斯柯达昊锐	1.4TSIDSG优雅版	7.2	11.9	21.7	78	0.331797235
鞍山	斯柯达明锐	1.6L自动逸致版	8	4.59	14.9	43	0.536912752
鞍山	五菱之光	1.2L加长版LD6	2.2	2.6	3.9	45	0.564102564
鞍山	五菱宏光	1.4L豪华型	3.1	6.38	6.6	61	0.46969697
鞍山	五菱宏光	1.5LS基本型国IV	3.99	1.2	5.6	34	0.7125
鞍山	五菱之光	1.0L实用型	1.6	4.5	3.2	48	0.5
鞍山	五菱宏光	1.2L标准型	2.7	3.1	5.5	59	0.490909091
鞍山	五菱宏光	1.2L标准型	2.1	12.16	5.5	82	0.381818182
鞍山	五菱宏光	1.4L舒适型	2.7	7.96	6.3	77	0.428571429
鞍山	五菱之光	1.2L新版标准型I短车身LAQ	1.35	5.54	4.8	71	0.28125
鞍山	五菱之光	1.0L基本型	1	12.28	3.6	82	0.277777778
鞍山	五菱之光	1.0L实用型	2	1.3	3.2	53	0.625
鞍山	五菱宏光	1.2L基本型	3.1	3.58	4.8	47	0.645833333
鞍山	五菱荣光	1.2L舒适型	1.8	8.21	5.8	82	0.310344828
鞍山	五菱荣光	1.2LS基本型	2.7	5.1	4	45	0.675
鞍山	五菱宏光	1.2L标准型	2.4	10.32	5.5	73	0.436363636
鞍山	五菱之光	1.0L基本型	1.7	4.06	3.6	49	0.472222222
鞍山	五菱之光	1.0L基本型	1.4	7.09	3.6	69	0.388888889
鞍山	五菱之光	1.0L新版实用型短车身L2Y	1.6	2.8	4.4	69	0.363636364
鞍山	五菱宏光	1.2L基本型	3.08	11.7	4.8	41	0.641666667
鞍山	五菱之光	1.0L实用型	1.98	5	3.2	48	0.61875
鞍山	五菱荣光	1.2L舒适型	1.9	7	5.8	76	0.327586207
鞍山	五菱之光	1.0L实用型	1.8	7.19	3.2	57	0.5625
鞍山	五菱荣光	1.2L舒适型	1.7	6.48	5.8	82	0.293103448
鞍山	五菱荣光	1.2L舒适型	2	7.4	5.8	74	0.344827586
鞍山	五菱之光	1.0L新版实用型短车身	1	8.4	3.2	93	0.3125
鞍山	五菱荣光	1.2L舒适型	1.7	7	5.8	76	0.293103448
鞍山	五菱荣光	1.2L舒适型	1.6	7.77	5.8	81	0.275862069
鞍山	五菱荣光	1.2L舒适型	2	5.1	5.8	73	0.344827586
鞍山	五菱之光	1.0L基本型	1.9	5.91	3.6	53	0.527777778
鞍山	斯柯达Yeti	1.4TSIDSG前行版	11	2.1	16.3	24	0.674846626
鞍山	三菱劲炫ASX	2.0L手动两驱舒适版	8.6	5.02	14.1	44	0.609929078
鞍山	三菱劲炫ASX	1.6L手动两驱先锋版	9.9	1.44	13	11	0.761538462
鞍山	斯巴鲁森林人	2.0XT	4.5	23	32.5	158	0.138461538
鞍山	斯巴鲁森林人	2.5XS自动豪华版	12.2	8.97	29.3	78	0.416382253
鞍山	Smartsmartfortwo	1.0MHD硬顶冰炫特别版	7.5	2.01	15.6	56	0.480769231
鞍山	五菱宏光	1.5LS舒适型	4.2	2.47	6.5	21	0.646153846
鞍山	五菱宏光	1.5LS基本型	3.85	1.91	5	35	0.77
鞍山	五菱宏光	1.5LS舒适型	3.5	5.8	7.1	60	0.492957746
鞍山	五菱宏光	1.5LS基本型国IV	4.2	1	5.6	22	0.75
鞍山	五菱之光	1.0L基本型	1.6	5.4	3.6	60	0.444444444
鞍山	五菱之光	1.1L基本型LXA	1.13	6.4	4	91	0.2825
鞍山	五菱之光	1.0L实用型	2.15	2.08	3.2	45	0.671875
鞍山	五菱之光	1.2L实用型LSI	3	0.6	3.3	10	0.909090909
鞍山	五菱宏光	1.5LS豪华型	4.2	4.6	7.6	49	0.552631579
鞍山	五菱宏光	1.5L基本型	3.5	2.35	5.1	38	0.68627451
鞍山	五菱宏光	1.2L标准型	3.5	3.37	5.3	42	0.660377358
鞍山	五菱荣光	1.2L舒适型	2.15	6.86	5.8	72	0.370689655
鞍山	五菱宏光	1.5LS基本型国IV	3.8	3.7	5.6	36	0.678571429
鞍山	五菱宏光	1.5L基本型	3.1	4.1	5.1	48	0.607843137
鞍山	五菱宏光	1.4L豪华型	4	4.49	6.6	63	0.606060606
鞍山	五菱宏光	1.2L基本型	2.9	6.49	4.8	40	0.604166667
鞍山	五菱之光	1.0L实用型	1.85	3.56	3.2	36	0.578125
鞍山	五菱宏光	1.5L基本型	3.3	4.56	5.1	38	0.647058824
鞍山	五菱荣光	1.2L基本型	2.5	5.47	4.4	66	0.568181818
鞍山	五菱宏光	1.5L标准型	3.3	4.9	5.7	46	0.578947368
鞍山	五菱之光	1.0L实用型	1.8	4.76	3.2	46	0.5625
鞍山	沃尔沃XC60	T5舒适版(进口)	18	9.6	44.5	59	0.404494382
鞍山	现代悦动	1.6L手动悦目版GL	6.18	1.62	8.7	11	0.710344828
鞍山	现代悦纳	1.4L手动炫酷版GLS	5.4	1.86	8.4	12	0.642857143
鞍山	现代索纳塔八	2.0L自动领先版	8.9	4.9	19.5	61	0.456410256
鞍山	现代格越	2.0T7座两驱领先版(进口)	16.2	3.36	28.1	28	0.576512456
鞍山	现代朗动	1.6L自动领先型	8.5	1.65	13.9	35	0.611510791
鞍山	现代伊兰特	1.6L手动舒适型	4	6.35	9.7	87	0.412371134
鞍山	现代索纳塔八	2.4L自动领先版国IV	8.7	6.15	21.7	48	0.400921659
鞍山	现代全新胜达	改款2.4L自动四驱智能型	15	5.57	28.4	56	0.528169014
鞍山	现代伊兰特	1.6L手动豪华贵雅版	2.9	21.26	11.1	109	0.261261261
鞍山	现代悦动	1.6L自动豪华型	5	9.45	13.1	89	0.381679389
鞍山	现代途胜	1.6T双离合两驱舒适型	15	2.48	18.4	19	0.815217391
鞍山	现代伊兰特	1.8L手动豪华型	1.25	15.66	15.4	165	0.081168831
鞍山	现代ix35	2.0L自动两驱智能型GLS国IV	10.2	3.33	21.4	52	0.476635514
鞍山	现代ix35	2.0L自动两驱智能型GLS国IV	11	7.09	21.4	48	0.514018692
鞍山	现代领翔	2.0LATTOP	4.5	18.09	23.3	91	0.193133047
鞍山	现代途胜	1.6T双离合两驱领先型	14.5	8.73	21.4	34	0.677570093
鞍山	现代悦动	1.6LATGLS	3.9	6.91	13	95	0.3
鞍山	现代全新胜达	改款2.4L自动四驱智能型	13	9.2	28.4	55	0.457746479
鞍山	现代全新胜达	2.4L自动两驱智能型5座	15.6	2.18	26	22	0.6
鞍山	现代ix25	2.0L自动四驱尊贵型DLX	9.8	2.88	20.3	45	0.482758621
鞍山	现代朗动	1.6L自动尊贵型	8.1	3.4	13.9	23	0.582733813
鞍山	现代途胜	2.0L手动两驱时尚型	6.89	2.61	18.4	60	0.374456522
鞍山	现代瑞奕	1.4L手动GLX	4.25	5.05	8.7	46	0.488505747
鞍山	现代伊兰特	1.6L手动豪华型	1.6	18.7	13.4	162	0.119402985
鞍山	现代瑞纳	1.4L手动智能型GLS	4.16	4.99	8.6	34	0.48372093
鞍山	五菱宏光	1.4L豪华型	3.8	7.92	6.6	66	0.575757576
鞍山	五菱荣光	1.2L加长标准型LJY	2.5	8.5	5.8	67	0.431034483
鞍山	五菱之光	1.0L立业版	1.45	8.97	3.2	64	0.453125
鞍山	五菱荣光	1.2L基本型	1.9	5.94	4.4	65	0.431818182
鞍山	五菱之光	1.0L实用型	1.96	3.64	3.2	48	0.6125
鞍山	五菱荣光	1.2L舒适型	2	5.25	5.8	91	0.344827586
鞍山	五菱之光	1.0L基本型	1.76	3.75	3.6	55	0.488888889
鞍山	五菱之光	1.0L新版实用型长车身L2Y	1.46	7.02	4.4	69	0.331818182
鞍山	五菱荣光	1.2L舒适型	1.9	5.4	5.8	75	0.327586207
鞍山	五菱之光	1.0L立业版	1.3	6.45	3.2	77	0.40625
鞍山	五菱荣光	1.5L基本型	2	8.84	4.8	62	0.416666667
鞍山	五菱之光	1.0L实用型	1.6	4.81	3.2	67	0.5
鞍山	五菱荣光	1.2L舒适型	1.5	8.85	5.8	73	0.25862069
鞍山	五菱之光	1.0L基本型	1.5	5.34	3.6	79	0.416666667
鞍山	沃尔沃S60L	T4智远版	19.5	1.8	33.6	23	0.580357143
鞍山	沃尔沃XC90	2.5T北欧行政版(进口)	16	11.2	74.7	87	0.214190094
鞍山	沃尔沃S60L	2.0T智远版	18	5.9	33.6	46	0.535714286
鞍山	沃尔沃XC60	2.0T智雅版(进口)	15	14.32	49.7	82	0.301810865
鞍山	沃尔沃V40	1.6T智逸版(进口)	13.7	4.1	28.9	43	0.474048443
鞍山	现代ix25	1.6T双离合两驱智能型GLS	10	3.1	16.9	32	0.591715976
鞍山	现代索纳塔八	经典2.4L自动领先版国IV	12.8	0.7	21.7	20	0.589861751
鞍山	现代途胜	2.7L自动四驱豪华型	3	12.14	26.2	155	0.114503817
鞍山	现代索纳塔九	1.6TGS时尚型	13	2.1	19.5	34	0.666666667
鞍山	现代ix35	2.0L自动两驱舒适型国V	11	2.8	17.8	32	0.617977528
鞍山	现代新胜达	2.4至尊版七座四驱(进口)	14	11.4	31.1	77	0.450160772
鞍山	现代ix25	1.6L自动两驱智能型GLS	8.59	7.28	15.5	44	0.554193548
鞍山	现代全新胜达	2.4L自动两驱智能型	12.9	5.28	27.1	56	0.47601476
鞍山	现代索纳塔八	2.0L自动时尚版	9.6	2.24	18.1	39	0.53038674
